FMCG Category,Order Region,Budget Month,Budgeted Sales,Budgeted Cost
Snacks & Confectionery,North Africa,2015-07-01,5953.93,4465.45
Snacks & Confectionery,North Africa,2015-08-01,5474.54,4105.9
Snacks & Confectionery,North Africa,2015-09-01,5414.58,4060.94
Snacks & Confectionery,North Africa,2015-10-01,5613.85,4210.39
Snacks & Confectionery,North Africa,2015-11-01,5660.97,4245.72
Snacks & Confectionery,North Africa,2015-12-01,5727.85,4295.89
Snacks & Confectionery,North Africa,2016-01-01,5625.26,4218.94
Snacks & Confectionery,North Africa,2016-02-01,6006.91,4505.19
Snacks & Confectionery,North Africa,2016-03-01,6201.74,4651.3
Snacks & Confectionery,North Africa,2016-04-01,6197.36,4648.02
Snacks & Confectionery,North Africa,2016-05-01,6217.6,4663.2
Snacks & Confectionery,North Africa,2016-06-01,6202.42,4651.81
Snacks & Confectionery,North Africa,2016-07-01,6229.65,4672.23
Snacks & Confectionery,North Africa,2016-08-01,5583.54,4187.65
Snacks & Confectionery,North Africa,2016-09-01,6197.94,4648.45
Snacks & Confectionery,North Africa,2016-10-01,5741.17,4305.88
Snacks & Confectionery,North Africa,2016-11-01,5776.2,4332.15
Snacks & Confectionery,North Africa,2016-12-01,5873.92,4405.44
Snacks & Confectionery,North Africa,2017-01-01,6537.04,4902.78
Snacks & Confectionery,North Africa,2017-02-01,6276.56,4707.42
Snacks & Confectionery,North Africa,2017-03-01,6088.83,4566.62
Snacks & Confectionery,North Africa,2017-04-01,6104.8,4578.6
Snacks & Confectionery,North Africa,2017-05-01,6499.59,4874.69
Snacks & Confectionery,North Africa,2017-06-01,6438.16,4828.62
Snacks & Confectionery,North Africa,2017-07-01,5928.8,4446.6
Snacks & Confectionery,North Africa,2017-08-01,6011.47,4508.6
Snacks & Confectionery,North Africa,2017-09-01,6103.15,4577.36
Snacks & Confectionery,North Africa,2017-10-01,5987.71,4490.78
Snacks & Confectionery,North Africa,2017-11-01,6245.62,4684.21
Snacks & Confectionery,North Africa,2017-12-01,5992.84,4494.63
Snacks & Confectionery,North Africa,2018-01-01,6566.83,4925.13
Snacks & Confectionery,West of USA,2015-01-01,14631.49,10973.61
Snacks & Confectionery,West of USA,2015-02-01,14485.75,10864.31
Snacks & Confectionery,West of USA,2015-03-01,13235.37,9926.53
Snacks & Confectionery,West of USA,2015-04-01,13414.96,10061.22
Snacks & Confectionery,West of USA,2015-05-01,13758.41,10318.81
Snacks & Confectionery,West of USA,2015-06-01,14147.8,10610.85
Snacks & Confectionery,West of USA,2015-07-01,13714.73,10286.04
Snacks & Confectionery,West of USA,2015-08-01,13489.56,10117.17
Snacks & Confectionery,West of USA,2015-09-01,13644.8,10233.6
Snacks & Confectionery,West of USA,2015-10-01,13410.14,10057.61
Snacks & Confectionery,West of USA,2015-11-01,14507.75,10880.82
Snacks & Confectionery,West of USA,2015-12-01,14233.1,10674.82
Snacks & Confectionery,West of USA,2016-01-01,14443.32,10832.49
Snacks & Confectionery,West of USA,2016-02-01,14950.32,11212.74
Snacks & Confectionery,West of USA,2016-03-01,14633.75,10975.31
Snacks & Confectionery,West of USA,2016-04-01,14645.2,10983.9
Snacks & Confectionery,West of USA,2016-05-01,14366.81,10775.11
Snacks & Confectionery,West of USA,2016-06-01,14578.55,10933.91
Snacks & Confectionery,West of USA,2016-07-01,15449.76,11587.32
Snacks & Confectionery,West of USA,2016-08-01,15097.54,11323.16
Snacks & Confectionery,West of USA,2016-09-01,15173.29,11379.96
Snacks & Confectionery,West of USA,2016-10-01,13941.12,10455.84
Snacks & Confectionery,West of USA,2016-11-01,14606.67,10955.01
Snacks & Confectionery,West of USA,2016-12-01,14366.01,10774.51
Snacks & Confectionery,West of USA,2017-01-01,14572.94,10929.71
Snacks & Confectionery,West of USA,2017-02-01,15136.51,11352.38
Snacks & Confectionery,West of USA,2017-03-01,14545.87,10909.4
Snacks & Confectionery,West of USA,2017-04-01,14839.88,11129.91
Snacks & Confectionery,West of USA,2017-05-01,15878.72,11909.04
Snacks & Confectionery,West of USA,2017-06-01,15671.69,11753.77
Snacks & Confectionery,West of USA,2017-07-01,15694.37,11770.78
Snacks & Confectionery,West of USA,2017-08-01,14555.38,10916.53
Snacks & Confectionery,West of USA,2017-09-01,14711.04,11033.28
Snacks & Confectionery,West of USA,2017-10-01,14449.1,10836.83
Snacks & Confectionery,West of USA,2017-11-01,14588.78,10941.58
Snacks & Confectionery,West of USA,2017-12-01,14595.59,10946.69
Snacks & Confectionery,West of USA,2018-01-01,16984.36,12738.27
Snacks & Confectionery,US Center,2015-01-01,10724.67,8043.5
Snacks & Confectionery,US Center,2015-02-01,9877.12,7407.84
Snacks & Confectionery,US Center,2015-03-01,9938.03,7453.52
Snacks & Confectionery,US Center,2015-04-01,10806.91,8105.19
Snacks & Confectionery,US Center,2015-05-01,10326.58,7744.93
Snacks & Confectionery,US Center,2015-06-01,10078.99,7559.24
Snacks & Confectionery,US Center,2015-07-01,10199.44,7649.58
Snacks & Confectionery,US Center,2015-08-01,9960.63,7470.48
Snacks & Confectionery,US Center,2015-09-01,10343.26,7757.45
Snacks & Confectionery,US Center,2015-10-01,10517.39,7888.04
Snacks & Confectionery,US Center,2015-11-01,10259.54,7694.66
Snacks & Confectionery,US Center,2015-12-01,10634.61,7975.96
Snacks & Confectionery,US Center,2016-01-01,10253.51,7690.13
Snacks & Confectionery,US Center,2016-02-01,10886.33,8164.75
Snacks & Confectionery,US Center,2016-03-01,11384.32,8538.24
Snacks & Confectionery,US Center,2016-04-01,10299.79,7724.84
Snacks & Confectionery,US Center,2016-05-01,10746.18,8059.64
Snacks & Confectionery,US Center,2016-06-01,10920.51,8190.38
Snacks & Confectionery,US Center,2016-07-01,10542.95,7907.21
Snacks & Confectionery,US Center,2016-08-01,11352.09,8514.06
Snacks & Confectionery,US Center,2016-09-01,10733.76,8050.32
Snacks & Confectionery,US Center,2016-10-01,10725.1,8043.82
Snacks & Confectionery,US Center,2016-11-01,11272.15,8454.11
Snacks & Confectionery,US Center,2016-12-01,10127.96,7595.97
Snacks & Confectionery,US Center,2017-01-01,11789.99,8842.49
Snacks & Confectionery,US Center,2017-02-01,10787.67,8090.76
Snacks & Confectionery,US Center,2017-03-01,11126.51,8344.88
Snacks & Confectionery,US Center,2017-04-01,11274.57,8455.93
Snacks & Confectionery,US Center,2017-05-01,11258.46,8443.84
Snacks & Confectionery,US Center,2017-06-01,10666.19,7999.65
Snacks & Confectionery,US Center,2017-07-01,11042.43,8281.82
Snacks & Confectionery,US Center,2017-08-01,11096.2,8322.15
Snacks & Confectionery,US Center,2017-09-01,11908.26,8931.19
Snacks & Confectionery,US Center,2017-10-01,11855.16,8891.37
Snacks & Confectionery,US Center,2017-11-01,11404.49,8553.37
Snacks & Confectionery,US Center,2017-12-01,11877.35,8908.01
Snacks & Confectionery,US Center,2018-01-01,12372.13,9279.1
Snacks & Confectionery,West Africa,2015-01-01,6333.39,4750.04
Snacks & Confectionery,West Africa,2015-02-01,6133.75,4600.31
Snacks & Confectionery,West Africa,2015-03-01,6511.93,4883.94
Snacks & Confectionery,West Africa,2015-04-01,6292.72,4719.54
Snacks & Confectionery,West Africa,2015-05-01,6051.03,4538.27
Snacks & Confectionery,West Africa,2015-06-01,6800.5,5100.38
Snacks & Confectionery,West Africa,2015-07-01,6791.32,5093.49
Snacks & Confectionery,West Africa,2015-08-01,6457.66,4843.25
Snacks & Confectionery,West Africa,2015-09-01,6520.45,4890.34
Snacks & Confectionery,West Africa,2015-10-01,6559.55,4919.66
Snacks & Confectionery,West Africa,2015-11-01,6758.35,5068.76
Snacks & Confectionery,West Africa,2015-12-01,6404.2,4803.15
Snacks & Confectionery,West Africa,2016-01-01,6817.87,5113.4
Snacks & Confectionery,West Africa,2016-02-01,6529.2,4896.9
Snacks & Confectionery,West Africa,2016-03-01,6542.05,4906.54
Snacks & Confectionery,West Africa,2016-04-01,6768.64,5076.48
Snacks & Confectionery,West Africa,2016-05-01,6531.36,4898.52
Snacks & Confectionery,West Africa,2016-06-01,6370.19,4777.65
Snacks & Confectionery,West Africa,2016-07-01,6644.13,4983.1
Snacks & Confectionery,West Africa,2016-08-01,6953.21,5214.91
Snacks & Confectionery,West Africa,2016-09-01,6570.14,4927.6
Snacks & Confectionery,West Africa,2016-10-01,7044.55,5283.41
Snacks & Confectionery,West Africa,2016-11-01,6914.78,5186.08
Snacks & Confectionery,West Africa,2016-12-01,6874.93,5156.2
Snacks & Confectionery,West Africa,2017-01-01,7422.11,5566.58
Snacks & Confectionery,West Africa,2017-02-01,6725.75,5044.32
Snacks & Confectionery,West Africa,2017-03-01,6815.03,5111.27
Snacks & Confectionery,West Africa,2017-04-01,7436.39,5577.29
Snacks & Confectionery,West Africa,2017-05-01,7434.49,5575.87
Snacks & Confectionery,West Africa,2017-06-01,6729.55,5047.16
Snacks & Confectionery,West Africa,2017-07-01,7321.53,5491.15
Snacks & Confectionery,West Africa,2017-08-01,6676.1,5007.07
Snacks & Confectionery,West Africa,2017-09-01,6778.0,5083.5
Snacks & Confectionery,West Africa,2017-10-01,6756.33,5067.25
Snacks & Confectionery,West Africa,2017-11-01,6913.04,5184.78
Snacks & Confectionery,West Africa,2017-12-01,6993.23,5244.92
Snacks & Confectionery,West Africa,2018-01-01,7809.64,5857.23
Snacks & Confectionery,East Africa,2015-01-01,3197.0,2397.75
Snacks & Confectionery,East Africa,2015-02-01,3076.18,2307.13
Snacks & Confectionery,East Africa,2015-03-01,3133.58,2350.19
Snacks & Confectionery,East Africa,2015-04-01,3030.76,2273.07
Snacks & Confectionery,East Africa,2015-05-01,3039.14,2279.36
Snacks & Confectionery,East Africa,2015-06-01,3194.94,2396.21
Snacks & Confectionery,East Africa,2015-07-01,3226.3,2419.73
Snacks & Confectionery,East Africa,2015-08-01,3124.93,2343.7
Snacks & Confectionery,East Africa,2015-09-01,3175.16,2381.37
Snacks & Confectionery,East Africa,2015-10-01,3068.26,2301.19
Snacks & Confectionery,East Africa,2015-11-01,3282.99,2462.24
Snacks & Confectionery,East Africa,2015-12-01,3180.07,2385.06
Snacks & Confectionery,East Africa,2016-01-01,3245.28,2433.96
Snacks & Confectionery,East Africa,2016-02-01,3381.61,2536.21
Snacks & Confectionery,East Africa,2016-03-01,3264.29,2448.22
Snacks & Confectionery,East Africa,2016-04-01,3298.29,2473.72
Snacks & Confectionery,East Africa,2016-05-01,3230.11,2422.59
Snacks & Confectionery,East Africa,2016-06-01,3496.63,2622.47
Snacks & Confectionery,East Africa,2016-07-01,3293.09,2469.82
Snacks & Confectionery,East Africa,2016-08-01,3567.64,2675.73
Snacks & Confectionery,East Africa,2016-09-01,3344.28,2508.21
Snacks & Confectionery,East Africa,2016-10-01,3242.71,2432.03
Snacks & Confectionery,East Africa,2016-11-01,3465.97,2599.48
Snacks & Confectionery,East Africa,2016-12-01,3477.48,2608.11
Snacks & Confectionery,East Africa,2017-01-01,3714.33,2785.75
Snacks & Confectionery,East Africa,2017-02-01,3394.75,2546.06
Snacks & Confectionery,East Africa,2017-03-01,3675.36,2756.52
Snacks & Confectionery,East Africa,2017-04-01,3705.14,2778.86
Snacks & Confectionery,East Africa,2017-05-01,3468.49,2601.37
Snacks & Confectionery,East Africa,2017-06-01,3532.4,2649.3
Snacks & Confectionery,East Africa,2017-07-01,3602.8,2702.1
Snacks & Confectionery,East Africa,2017-08-01,3443.34,2582.5
Snacks & Confectionery,East Africa,2017-09-01,3710.08,2782.56
Snacks & Confectionery,East Africa,2017-10-01,3636.71,2727.53
Snacks & Confectionery,East Africa,2017-11-01,3703.83,2777.87
Snacks & Confectionery,East Africa,2017-12-01,3530.46,2647.84
Snacks & Confectionery,East Africa,2018-01-01,3737.9,2803.42
Snacks & Confectionery,Southern Europe,2015-01-01,15803.51,11852.63
Snacks & Confectionery,Southern Europe,2015-02-01,16039.3,12029.47
Snacks & Confectionery,Southern Europe,2015-03-01,16857.25,12642.94
Snacks & Confectionery,Southern Europe,2015-04-01,17309.04,12981.78
Snacks & Confectionery,Southern Europe,2015-05-01,15720.53,11790.4
Snacks & Confectionery,Southern Europe,2015-06-01,15520.79,11640.59
Snacks & Confectionery,Southern Europe,2015-07-01,15553.88,11665.41
Snacks & Confectionery,Southern Europe,2015-08-01,16278.38,12208.79
Snacks & Confectionery,Southern Europe,2015-09-01,16981.59,12736.19
Snacks & Confectionery,Southern Europe,2015-10-01,15863.8,11897.85
Snacks & Confectionery,Southern Europe,2015-11-01,16360.4,12270.3
Snacks & Confectionery,Southern Europe,2015-12-01,16435.74,12326.8
Snacks & Confectionery,Southern Europe,2016-01-01,17923.75,13442.81
Snacks & Confectionery,Southern Europe,2016-02-01,16531.22,12398.41
Snacks & Confectionery,Southern Europe,2016-03-01,16222.57,12166.93
Snacks & Confectionery,Southern Europe,2016-04-01,17239.45,12929.58
Snacks & Confectionery,Southern Europe,2016-05-01,16926.47,12694.85
Snacks & Confectionery,Southern Europe,2016-06-01,16796.08,12597.06
Snacks & Confectionery,Southern Europe,2016-07-01,17788.43,13341.32
Snacks & Confectionery,Southern Europe,2016-08-01,17604.93,13203.7
Snacks & Confectionery,Southern Europe,2016-09-01,16365.65,12274.24
Snacks & Confectionery,Southern Europe,2016-10-01,17325.12,12993.84
Snacks & Confectionery,Southern Europe,2016-11-01,17841.36,13381.02
Snacks & Confectionery,Southern Europe,2016-12-01,18072.54,13554.41
Snacks & Confectionery,Southern Europe,2017-01-01,17002.16,12751.62
Snacks & Confectionery,Southern Europe,2017-02-01,18754.49,14065.87
Snacks & Confectionery,Southern Europe,2017-03-01,17095.62,12821.72
Snacks & Confectionery,Southern Europe,2017-04-01,18482.25,13861.69
Snacks & Confectionery,Southern Europe,2017-05-01,18299.69,13724.77
Snacks & Confectionery,Southern Europe,2017-06-01,19068.05,14301.03
Snacks & Confectionery,Southern Europe,2017-07-01,18373.21,13779.91
Snacks & Confectionery,Southern Europe,2017-08-01,17153.55,12865.17
Snacks & Confectionery,Southern Europe,2017-09-01,18456.81,13842.61
Snacks & Confectionery,Southern Europe,2017-10-01,17555.04,13166.28
Snacks & Confectionery,Southern Europe,2017-11-01,18807.44,14105.58
Snacks & Confectionery,Southern Europe,2017-12-01,17070.04,12802.53
Snacks & Confectionery,Southern Europe,2018-01-01,18590.53,13942.9
Snacks & Confectionery,East of USA,2015-01-01,12283.46,9212.6
Snacks & Confectionery,East of USA,2015-02-01,11531.71,8648.78
Snacks & Confectionery,East of USA,2015-03-01,12239.92,9179.94
Snacks & Confectionery,East of USA,2015-04-01,12313.47,9235.1
Snacks & Confectionery,East of USA,2015-05-01,12366.23,9274.67
Snacks & Confectionery,East of USA,2015-06-01,12570.56,9427.92
Snacks & Confectionery,East of USA,2015-07-01,11903.44,8927.58
Snacks & Confectionery,East of USA,2015-08-01,11512.73,8634.54
Snacks & Confectionery,East of USA,2015-09-01,11682.8,8762.1
Snacks & Confectionery,East of USA,2015-10-01,11869.55,8902.16
Snacks & Confectionery,East of USA,2015-11-01,11385.84,8539.38
Snacks & Confectionery,East of USA,2015-12-01,12329.82,9247.36
Snacks & Confectionery,East of USA,2016-01-01,11967.91,8975.93
Snacks & Confectionery,East of USA,2016-02-01,11959.88,8969.91
Snacks & Confectionery,East of USA,2016-03-01,13285.73,9964.3
Snacks & Confectionery,East of USA,2016-04-01,13094.38,9820.78
Snacks & Confectionery,East of USA,2016-05-01,12256.9,9192.67
Snacks & Confectionery,East of USA,2016-06-01,12390.31,9292.73
Snacks & Confectionery,East of USA,2016-07-01,13124.2,9843.15
Snacks & Confectionery,East of USA,2016-08-01,12810.94,9608.21
Snacks & Confectionery,East of USA,2016-09-01,12273.93,9205.44
Snacks & Confectionery,East of USA,2016-10-01,12552.96,9414.72
Snacks & Confectionery,East of USA,2016-11-01,13169.12,9876.84
Snacks & Confectionery,East of USA,2016-12-01,11873.46,8905.09
Snacks & Confectionery,East of USA,2017-01-01,14045.33,10534.0
Snacks & Confectionery,East of USA,2017-02-01,13366.66,10025.0
Snacks & Confectionery,East of USA,2017-03-01,12755.7,9566.77
Snacks & Confectionery,East of USA,2017-04-01,13739.46,10304.6
Snacks & Confectionery,East of USA,2017-05-01,12587.29,9440.47
Snacks & Confectionery,East of USA,2017-06-01,13118.51,9838.88
Snacks & Confectionery,East of USA,2017-07-01,13378.12,10033.59
Snacks & Confectionery,East of USA,2017-08-01,12859.42,9644.56
Snacks & Confectionery,East of USA,2017-09-01,13874.8,10406.1
Snacks & Confectionery,East of USA,2017-10-01,13575.07,10181.31
Snacks & Confectionery,East of USA,2017-11-01,12723.57,9542.67
Snacks & Confectionery,East of USA,2017-12-01,12708.88,9531.66
Snacks & Confectionery,East of USA,2018-01-01,13192.82,9894.62
Snacks & Confectionery,Canada,2015-01-01,1682.51,1261.88
Snacks & Confectionery,Canada,2015-02-01,1605.6,1204.2
Snacks & Confectionery,Canada,2015-03-01,1676.8,1257.6
Snacks & Confectionery,Canada,2015-04-01,1732.15,1299.12
Snacks & Confectionery,Canada,2015-05-01,1744.11,1308.08
Snacks & Confectionery,Canada,2015-06-01,1591.4,1193.55
Snacks & Confectionery,Canada,2015-07-01,1634.62,1225.96
Snacks & Confectionery,Canada,2015-08-01,1651.66,1238.75
Snacks & Confectionery,Canada,2015-09-01,1644.86,1233.65
Snacks & Confectionery,Canada,2015-10-01,1651.95,1238.96
Snacks & Confectionery,Canada,2015-11-01,1660.19,1245.14
Snacks & Confectionery,Canada,2015-12-01,1719.56,1289.67
Snacks & Confectionery,Canada,2016-01-01,1710.73,1283.05
Snacks & Confectionery,Canada,2016-02-01,1718.7,1289.02
Snacks & Confectionery,Canada,2016-03-01,1728.54,1296.41
Snacks & Confectionery,Canada,2016-04-01,1678.3,1258.72
Snacks & Confectionery,Canada,2016-05-01,1779.01,1334.26
Snacks & Confectionery,Canada,2016-06-01,1730.64,1297.98
Snacks & Confectionery,Canada,2016-07-01,1839.08,1379.31
Snacks & Confectionery,Canada,2016-08-01,1819.17,1364.38
Snacks & Confectionery,Canada,2016-09-01,1694.9,1271.17
Snacks & Confectionery,Canada,2016-10-01,1697.45,1273.08
Snacks & Confectionery,Canada,2016-11-01,1810.94,1358.21
Snacks & Confectionery,Canada,2016-12-01,1764.2,1323.15
Snacks & Confectionery,Canada,2017-01-01,1731.09,1298.32
Snacks & Confectionery,Canada,2017-02-01,1867.86,1400.89
Snacks & Confectionery,Canada,2017-03-01,1816.0,1362.0
Snacks & Confectionery,Canada,2017-04-01,1902.14,1426.6
Snacks & Confectionery,Canada,2017-05-01,1893.67,1420.25
Snacks & Confectionery,Canada,2017-06-01,1932.4,1449.3
Snacks & Confectionery,Canada,2017-07-01,1883.17,1412.38
Snacks & Confectionery,Canada,2017-08-01,1930.34,1447.75
Snacks & Confectionery,Canada,2017-09-01,1791.66,1343.75
Snacks & Confectionery,Canada,2017-10-01,1803.59,1352.7
Snacks & Confectionery,Canada,2017-11-01,1741.91,1306.43
Snacks & Confectionery,Canada,2017-12-01,1920.17,1440.13
Snacks & Confectionery,Canada,2018-01-01,1851.02,1388.26
Snacks & Confectionery,Southern Africa,2015-01-01,2025.02,1518.76
Snacks & Confectionery,Southern Africa,2015-02-01,2014.85,1511.13
Snacks & Confectionery,Southern Africa,2015-03-01,2088.45,1566.33
Snacks & Confectionery,Southern Africa,2015-04-01,1985.57,1489.18
Snacks & Confectionery,Southern Africa,2015-05-01,1926.32,1444.74
